"bar_id","B","H","start_node","x1","y1","z1","end_node","x2","y2","z2"
"2097","0.4","0.7","2120","77.65994102","15.4574236","6","2016","82.311","11.796","6"
"2100","0.3","0.5","2121","39.96736821","37.26970991","6","2054","41.94897865","39.78201682","6"
"2101","0.4","0.7","2064","25.939","40.867","6","2122","29.56150841","45.46659966","6"
"2106","0.3","0.6","2123","76.862","10.312","6","2024","78.332","6.467","6"
"2108","0.3","0.5","2125","77.261","12.885","6","2015","80.32177206","9.13127955","6"
"2109","0.4","0.7","2016","82.311","11.796","6","2042","87.127","7.994","6"
"2351","0.4","0.7","2203","44.56500001","31.973","6","2107","47.844","29.39","6"
"2352","0.3","0.6","2266","74.448","11.379","6","2120","77.65994102","15.4574236","6"
"2353","0.4","0.8","2040","54.33176923","12.97075002","6","2259","56.76696064","17.10607764","6"
"2110","0.3","0.5","2100","43.602","16.446","6","2030","42.33214619","12.9715","6"
"2111","0.4","0.7","2066","9.143","6.476","6","2127","11.981","8.073","6"
"2112","0.4","0.7","2127","11.981","8.073","6","2128","14.596","9.353","6"
"2113","0.3","0.5","2038","6.203","26.166","6","2129","7.548","23.472","6"
"2114","0.3","0.5","2129","7.548","23.472","6","2130","8.975","20.613","6"
"2115","0.3","0.5","2130","8.975","20.613","6","2131","10.44681455","17.66834469","6"
"2116","0.3","0.5","2131","10.44681455","17.66834469","6","2132","11.903","14.747","6"
"2117","0.3","0.4","2133","13.308","11.934","6","2128","14.596","9.353","6"
"2118","0.25","0.4","2026","27.207","9.473","6","2039","30.332","9.473","6"
"2119","0.4","0.7","2079","16.033","10.057","6","2134","18.721","11.373","6"
"2120","0.3","0.5","2134","18.721","11.373","6","2135","22.091","13.874","6"
"2121","0.3","0.4","2080","16.033","13.269","6","2134","18.721","11.373","6"
"2122","0.3","0.4","2136","11.911","18.387","6","2137","13.733","15.641","6"
"2123","0.3","0.4","2138","10.622","21.42","6","2136","11.911","18.387","6"
"2124","0.3","0.4","2139","9.918","24.632","6","2138","10.622","21.42","6"
"2125","0.3","0.4","2140","9.806","27.93","6","2139","9.918","24.632","6"
"2126","0.3","0.5","2141","0.287","29.449","6","2142","0.443","31.777","6"
"370","0.3","0.6","2595","4.96956771","34.16958845","6","2238","6.4698592","32.9885657","6"
"2131","0.4","0.5","2119","13.773","24.264","6","2143","14.807","20.993","6"
"2132","0.3","0.4","2138","10.622","21.42","6","2119","13.773","24.264","6"
"2133","0.3","0.5","2136","11.911","18.387","6","2143","14.807","20.993","6"
"2134","0.4","0.5","2143","14.807","20.993","6","2144","15.55","19.575","6"
"2135","0.4","0.5","2144","15.55","19.575","6","2145","16.378","18.349","6"
"2136","0.4","0.5","2147","19.559","15.281","6","2148","20.814","14.498","6"
"2137","0.4","0.5","2148","20.814","14.498","6","2135","22.091","13.874","6"
"2138","0.3","0.4","2137","13.733","15.641","6","2145","16.378","18.349","6"
"2139","0.3","0.4","2145","16.378","18.349","6","2086","19.806","19.179","6"
"2140","0.3","0.5","2080","16.033","13.269","6","2124","18.96908526","15.74089065","6"
"2141","0.4","0.5","2149","17.487","17.07","6","2146","18.393","16.19","6"
"2142","0.3","0.5","2143","14.807","20.993","6","2084","17.67","22.299","6"
"2143","0.3","0.6","2135","22.091","13.874","6","2091","23.331","16.768","6"
"2144","0.4","0.5","2135","22.091","13.874","6","2150","24.571","13.077","6"
"2145","0.3","0.5","2150","24.571","13.077","6","2093","25.257","16.145","6"
"2146","0.3","0.5","2151","10.474","3.755","6","2078","16.033","6.474","6"
"2147","0.3","0.5","2152","11.751","1.143","6","2153","16.033","3.237","6"
"2148","0.3","0.7","2154","19.062","-0.001","6","2155","19.062","6.474","6"
"2149","0.3","0.5","2134","18.721","11.373","6","2155","19.062","6.474","6"
"2150","0.3","0.7","2156","24.649","-0.002","6","2157","24.649","6.473","6"
"2151","0.3","0.7","2157","24.649","6.473","6","2158","24.649","9.473","6"
"2152","0.3","0.7","2150","24.571","13.077","6","2158","24.649","9.473","6"
"2153","0.3","0.5","2159","45.778","36.766","6","2062","47.627","39.109","6"
"2154","0.3","0.5","2160","38.773","35.754","6","2121","39.96736821","37.26970991","6"
"2155","0.3","0.4","2161","40.32450744","34.5313743","6","2162","41.51869088","36.04833704","6"
"2156","0.3","0.4","2163","42.20930087","33.0461111","6","7453","43.40370692","34.56471308","6"
"2157","0.3","0.5","2160","38.773","35.754","6","2161","40.32450744","34.5313743","6"
"2158","0.3","0.5","2161","40.32450744","34.5313743","6","2163","42.20930087","33.0461111","6"
"2159","0.2","0.6","2164","27.207","-0.002","6","2165","28.582","-0.002","6"
"2160","0.3","0.4","2166","44.35894824","35.77404085","6","2204","46.335","34.216","6"
"2161","0.3","0.4","2149","17.487","17.07","6","2086","19.806","19.179","6"
"2162","0.4","0.5","2145","16.378","18.349","6","2149","17.487","17.07","6"
"2163","0.4","0.7","2038","6.203","26.166","6","2140","9.806","27.93","6"
"2165","0.3","0.5","2119","13.773","24.264","6","2028","16.862","24.84","6"
"2166","0.3","0.4","2128","14.596","9.353","6","2078","16.033","6.474","6"
"249","0.3","0.5","4850","4.563","29.449","6","8112","4.9519309","27.59650674","6"
"2169","0.3","0.5","2170","0.91601663","29.44899888","6","2171","1.04898916","31.4348384","6"
"2171","0.3","0.7","2026","27.207","9.473","6","2172","27.207","13.028","6"
"2172","0.3","0.5","2093","25.257","16.145","6","2114","30.332","16.216","6"
"2398","0.6","0.9","2017","65.953","15.131","6","2267","70.20092073","13.25415833","6"
"2030","0.4","0.8","2116","38.332","12.972","6","2030","42.33214619","12.9715","6"
"2026","0.4","0.8","2115","30.332","12.973","6","2029","34.332","12.9725","6"
"2029","0.4","0.8","2029","34.332","12.9725","6","2116","38.332","12.972","6"
"2031","0.4","0.8","2030","42.33214619","12.9715","6","2117","46.33226324","12.97066667","6"
"2039","0.4","0.7","2031","54.332","9.721","6","2040","54.33176923","12.97075002","6"
"2354","0.3","0.6","2014","70.332","6.468","6","2266","74.448","11.379","6"
"2399","0.6","0.9","2266","74.448","11.379","6","2123","76.862","10.312","6"
"2355","0.4","0.8","2061","49.21","37.86000001","6","2260","52.746","35.077","6"
"2175","0.4","0.7","2024","78.332","6.467","6","2015","80.32177206","9.13127955","6"
"2356","0.4","0.8","2260","52.746","35.077","6","2022","56.451","32.159","6"
"2357","0.4","0.8","2020","63.522","26.591","6","2261","67.05825035","23.80680284","6"
"2358","0.4","0.8","2261","67.05825035","23.80680284","6","2018","70.593","21.023","6"
"2176","0.3","0.6","2016","82.311","11.796","6","2041","82.311","8","6"
"2177","0.2","0.6","2174","79.332","5.957","6","2046","80.322","5.957","6"
"2178","0.3","0.5","2175","38.30399822","42.65400141","6","2054","41.94897865","39.78201682","6"
"2179","0.5","0.6","2111","38.789","18.177","6","2112","39.635","19.389","6"
"225","0.3","0.5","275","0.77491482","27.34821196","6","8112","4.9519309","27.59650674","6"
"2180","0.3","0.6","2150","24.571","13.077","6","2172","27.207","13.028","6"
"2181","0.3","0.6","2172","27.207","13.028","6","2115","30.332","12.973","6"
"2183","0.3","0.5","2109","36.741","16.049","6","2100","43.602","16.446","6"
"2184","0.3","0.5","2176","36.27391049","37.72588635","6","2160","38.773","35.754","6"
"2185","0.3","0.5","2177","33.846","34.643","6","2176","36.27391049","37.72588635","6"
"2186","0.3","0.5","2178","36.32189115","40.14108578","6","2121","39.96736821","37.26970991","6"
"2187","0.3","0.5","2121","39.96736821","37.26970991","6","2162","41.51869088","36.04833704","6"
"2188","0.3","0.5","2178","36.32189115","40.14108578","6","2175","38.30399822","42.65400141","6"
"2189","0.3","0.5","2175","38.30399822","42.65400141","6","2050","40.152","44.997","6"
"2190","0.3","0.5","2179","82.552","5.957","6","2180","87.128","5.957","6"
"2191","0.3","0.5","2181","82.552","4.175","6","2182","87.128","4.175","6"
"2192","0.3","0.5","2183","82.552","2.392","6","2184","87.128","2.392","6"
"2193","0.4","0.7","2042","87.127","7.994","6","2180","87.128","5.957","6"
"2194","0.4","0.7","2180","87.128","5.957","6","2182","87.128","4.175","6"
"2195","0.4","0.7","2182","87.128","4.175","6","2184","87.128","2.392","6"
"2196","0.4","0.7","2184","87.128","2.392","6","2049","87.128","-0.01","6"
"2197","0.4","0.5","2185","28.417","37.739","6","2186","30.295","37.439","6"
"2198","0.4","0.7","2122","29.56150841","45.46659966","6","2187","31.678","43.8","6"
"2199","0.4","0.7","2187","31.678","43.8","6","2188","33.916","42.036","6"
"2200","0.4","0.7","2064","25.939","40.867","6","2189","28.054","39.202","6"
"2201","0.4","0.7","2189","28.054","39.202","6","2186","30.295","37.439","6"
"2202","0.3","0.5","2189","28.054","39.202","6","2187","31.678","43.8","6"
"2203","0.3","0.5","2186","30.295","37.439","6","2188","33.916","42.036","6"
"2359","0.4","0.8","2019","58.882","20.699","6","2262","62.4175","17.915","6"
"2360","0.4","0.8","2263","55.347","23.483","6","2019","58.882","20.699","6"
"2361","0.4","0.7","2107","47.844","29.39","6","2021","51.811","26.266","6"
"2204","0.25","0.4","2201","33.392","16.216","6","2126","34.53554686","19.61074825","6"
"2362","0.4","0.8","2021","51.811","26.266","6","2263","55.347","23.483","6"
"2363","0.4","0.8","2262","62.4175","17.915","6","2017","65.953","15.131","6"
"2364","0.4","0.8","2018","70.593","21.023","6","2264","74.12774219","18.24041537","6"
"2205","0.3","0.6","2078","16.033","6.474","6","2155","19.062","6.474","6"
"2206","0.3","0.6","2155","19.062","6.474","6","2082","22.091","6.474","6"
"2365","0.4","0.8","2264","74.12774219","18.24041537","6","2120","77.65994102","15.4574236","6"
"2366","0.4","0.8","2265","59.98727234","29.37478552","6","2020","63.522","26.591","6"
"2207","0.4","0.7","2014","70.332","6.468","6","2190","74.12198463","8.69901444","6"
"2208","0.4","0.7","2190","74.12198463","8.69901444","6","2123","76.862","10.312","6"
"2209","0.3","0.5","2190","74.12198463","8.69901444","6","2023","75.66484634","6.46744447","6"
"2211","0.4","0.7","2123","76.862","10.312","6","2125","77.261","12.885","6"
"2212","0.4","0.7","2125","77.261","12.885","6","2120","77.65994102","15.4574236","6"
"2367","0.4","0.8","2022","56.451","32.159","6","2265","59.98727234","29.37478552","6"
"2368","0.4","0.7","673","50.831","21.519","6","2259","56.76696064","17.10607764","6"
"2369","0.4","0.7","2101","49.077","16.446","6","2040","54.33176923","12.97075002","6"
"2370","0.4","0.7","2259","56.76696064","17.10607764","6","2034","62.33132742","12.97","6"
"2400","0.6","0.9","2267","70.20092073","13.25415833","6","2266","74.448","11.379","6"
"2371","0.4","0.8","2259","56.76696064","17.10607764","6","2019","58.882","20.699","6"
"2372","0.4","0.8","2040","54.33176923","12.97075002","6","2268","58.332","12.97075","6"
"2373","0.4","0.8","2268","58.332","12.97075","6","2034","62.33132742","12.97","6"
"2374","0.4","0.8","2117","46.33226324","12.97066667","6","2269","50.332","12.971","6"
"2375","0.4","0.8","2269","50.332","12.971","6","2040","54.33176923","12.97075002","6"
"2376","0.4","0.8","2006","38.332","6.472","6","2270","42.332","6.47175","6"
"2377","0.4","0.8","2270","42.332","6.47175","6","14035","46.332","6.471625","6"
"2378","0.4","0.8","2257","34.332","6.4725","6","2006","38.332","6.472","6"
"2379","0.4","0.8","14035","46.332","6.471625","6","2271","50.332","6.4715","6"
"2380","0.4","0.8","2271","50.332","6.4715","6","2010","54.332","6.4709375","6"
"2381","0.4","0.8","2258","34.332","-0.0025","6","2005","38.332","-0.003","6"
"2382","0.4","0.8","2005","38.332","-0.003","6","2272","42.332","-0.0035","6"
"2383","0.4","0.8","2272","42.332","-0.0035","6","2008","46.332","-0.004","6"
"2384","0.4","0.8","2008","46.332","-0.004","6","2273","50.332","-0.0045","6"
"2385","0.4","0.8","2273","50.332","-0.0045","6","2009","54.332","-0.005","6"
"2386","0.4","0.8","2009","54.332","-0.005","6","2274","58.332","-0.0055","6"
"2387","0.4","0.8","2274","58.332","-0.0055","6","2011","62.332","-0.006","6"
