bar_id	start_node	x1	y1	z1	end_node	x2	y2	z2	L	storey
467	1088	1.09478493	32.12151113	6	665	2.89441272	33.07273258	6	2.03555457541192	2F
2327	665	2.89441272	33.07273258	6	4850	4.563	29.449	6	3.98943872271918	2F
2329	2171	1.04898916	31.4348384	6	1088	1.09478493	32.12151113	6	0.688198147829205	2F
2331	2243	6.084	29.008	6	2038	6.203	26.166	6	2.84449028825904	2F
2129	2243	6.084	29.008	6	2140	9.806	27.93	6	3.87496683856778	2F
2332	2140	9.806	27.93	6	2027	13.543	27.419	6	3.77177544400512	2F
2334	2228	16.712	26.588	6	2245	16.771	25.9	6	0.690525162466943	2F
2335	2245	16.771	25.9	6	2028	16.862	24.84	6	1.06389896136804	2F
2127	4850	4.563	29.449	6	2243	6.084	29.008	6	1.58364200499987	2F
2173	2243	6.084	29.008	6	2032	6.34632211	31.71414363	6	2.71882809967538	2F
393	23466	7.01284216	32.56074538	6	3900	8.73591363	31.20407699	6	2.1930627923416	2F
2174	2032	6.34632211	31.71414363	6	2238	6.4698592	32.9885657	6	1.28039565178454	2F
446	23255	8.789	42.999	6	3409	6.87928357	38.58429386	6	4.81005687550216	2F
447	3409	6.87928357	38.58429386	6	2595	4.96956771	34.16958845	6	4.81005597919804	2F
457	23465	11.06138193	29.37301428	6	2027	13.543	27.419	6	3.15857563654798	2F
2337	2188	33.916	42.036	6	2246	35.52	40.773	6	2.04156435117779	2F
2338	2246	35.52	40.773	6	2178	36.32189115	40.14108578	6	1.02095298514992	2F
2339	2186	30.295	37.439	6	2247	31.897	36.178	6	2.03875574799925	2F
2340	2247	31.897	36.178	6	2205	32.699	35.548	6	1.01985489163901	2F
2210	2141	0.287	29.449	6	2170	0.91601663	29.44899888	6	0.629016630000997	2F
461	665	2.89441272	33.07273258	6	2595	4.96956771	34.16958845	6	2.34720281017115	2F
459	2218	20.073	34.708	6	4694	20.6565	35.1965	6	0.760989158924091	2F
448	23253	12.556	40.035	6	23505	10.64594844	35.61951913	6	4.81090098372378	2F
449	23505	10.64594844	35.61951913	6	3900	8.73591363	31.20407699	6	4.81085878685911	2F
2213	2170	0.91601663	29.44899888	6	4850	4.563	29.449	6	3.64698337000017	2F
387	2235	1.379	36.365	6	23425	0.04999244	41.18469177	6	4.99956896665531	2F
2345	2207	38.392	31.06	6	2253	41.759	28.414	6	4.28228969127498	2F
2346	2252	41.885	28.576	6	2253	41.759	28.414	6	0.205231576517847	2F
388	23425	0.04999244	41.18469177	6	23308	-2.11730003	49.04445267	6	8.1530974516246	2F
2341	2210	35.12917298	38.62886354	6	2176	36.27391049	37.72588635	6	1.45800952413258	2F
2342	2159	45.778	36.766	6	2060	47.361	35.517	6	2.01640521721206	2F
450	3453	1.07639641	43.45227402	6	23310	2.10280037	45.71985626	6	2.48906293698393	2F
453	3453	1.07639641	43.45227402	6	3454	-1.0336538	45.11457223	6	2.68617706558787	2F
253	275	0.77491482	27.34821196	6	2170	0.91601663	29.44899888	6	2.10552022170968	2F
261	2234	0.63144251	25.23698303	6	1446	0.7656961	25.25081913	6	0.134964677197769	2F
258	1446	0.7656961	25.25081913	6	2251	5.34086213	25.7440123	6	4.60167183803893	2F
260	1446	0.7656961	25.25081913	6	2216	1.45097967	23.84004187	6	1.5684087632518	2F
264	2234	0.63144251	25.23698303	6	275	0.77491482	27.34821196	6	2.11609827243578	2F
469	4694	20.6565	35.1965	6	2219	21.24	35.685	6	0.760989158924096	2F
2347	2106	41.76	26.51	6	2253	41.759	28.414	6	1.90400026260502	2F
466	2235	1.379	36.365	6	665	2.89441272	33.07273258	6	3.62429310027918	2F
478	1088	1.09478493	32.12151113	6	2235	1.379	36.365	6	4.25299611989348	2F
492	2235	1.379	36.365	6	2595	4.96956771	34.16958845	6	4.20856369251649	2F
2214	2142	0.443	31.777	6	2171	1.04898916	31.4348384	6	0.695914809838148	2F
2215	2171	1.04898916	31.4348384	6	4850	4.563	29.449	6	4.03631345841128	2F
2218	2071	0.805	23.524	6	2216	1.45097967	23.84004187	6	0.719146854019682	2F
2219	2216	1.45097967	23.84004187	6	2251	5.34086213	25.7440123	6	4.33085314354228	2F
2220	2251	5.34086213	25.7440123	6	2038	6.203	26.166	6	0.95987255708215	2F
2221	2198	12.58774677	6.47566667	6	2250	15.723	6.476	6	3.13525324771928	2F
2222	2250	15.723	6.476	6	2078	16.033	6.474	6	0.310006451545771	2F
2223	2146	18.393	16.19	6	2124	18.96908526	15.74089065	6	0.730461111248703	2F
2224	2124	18.96908526	15.74089065	6	2147	19.559	15.281	6	0.747996531025841	2F
2225	2124	18.96908526	15.74089065	6	2086	19.806	19.179	6	3.53850564286489	2F
2226	2126	34.53554686	19.61074825	6	2209	35.453	22.334	6	2.8736423503933	2F
